Event Title,Date,Heure,Venue Name,Price,Event Link,Location,Artists,Genres,Organizer
Harsh Symmetry + Crush of Souls,2024-02-07,19:00,Supersonic Records,15 €,https://dice.fm/event/oabvy-harsh-symmetry-crush-of-souls-7th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Crush of Souls, Harsh Symmetry",,
Souffrance,2024-02-07,19:00,La Cigale,"26,50 €",https://dice.fm/event/7gvv9-souffrance-7th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Souffrance,,
Harsh Symmetry + Crush of Souls,2024-02-07,19:00,Supersonic Records,15 €,https://dice.fm/event/oabvy-harsh-symmetry-crush-of-souls-7th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Crush of Souls, Harsh Symmetry",,
Annie Taylor + Delilah's Dance,2024-02-07,19:00,Supersonic,Gratuit,https://dice.fm/event/gq9b6-annie-taylor-delilahs-dance-7th-feb-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Fools Affection, Delilah's Dance, Annie Taylor",,
Tim Bernardes,2024-02-07,19:30,Le Trianon,"29,60 €",https://dice.fm/event/37q6p-tim-bernardes-7th-feb-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Tim Bernardes,,
Molécule,2024-02-07,20:00,L'Olympia,"À partir de 36,30 €",https://dice.fm/event/p5axk-molcule-7th-feb-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Molécule,,
Brutalismus 3000,2024-02-07,20:00,Casino de Paris,"À partir de 35,02 €",https://dice.fm/event/n5g59-brutalismus-3000-7th-feb-casino-de-paris-paris-tickets,"16 Rue de Clichy, 75009 Paris, France",Brutalismus 3000,,
LOUVE,2024-02-07,20:00,La Boule Noire,16 €,https://dice.fm/event/nd77l-louve-7th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Louve,,
NILS HOFFMANN,2024-02-07,20:00,Point Ephémère,"20,16 €",https://dice.fm/event/a57v2-nils-hoffmann-7th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Nils Hoffmann,,
Ric Wilson,2024-02-07,20:00,Le Hasard Ludique,"15,71 €",https://dice.fm/event/6a3lq-ric-wilson-7th-feb-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France","Première partie, Ric Wilson",,
Release Party Kcidy,2024-02-07,20:00,Petit Bain,15 €,https://dice.fm/event/mg6kr-release-party-kcidy-7th-feb-petit-bain-paris-tickets,"7 Port de la Gare, 75013 Paris, France",KCIDY,,
LOUVE,2024-02-07,20:00,La Boule Noire,16 €,https://dice.fm/event/nd77l-louve-7th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Louve,,
Release Party Kcidy,2024-02-07,20:00,Petit Bain,15 €,https://dice.fm/event/mg6kr-release-party-kcidy-7th-feb-petit-bain-paris-tickets,"7 Port de la Gare, 75013 Paris, France",KCIDY,,
Molécule,2024-02-07,20:00,L'Olympia,"À partir de 36,30 €",https://dice.fm/event/p5axk-molcule-7th-feb-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Molécule,,
Brutalismus 3000,2024-02-07,20:00,Casino de Paris,"À partir de 35,02 €",https://dice.fm/event/n5g59-brutalismus-3000-7th-feb-casino-de-paris-paris-tickets,"16 Rue de Clichy, 75009 Paris, France",Brutalismus 3000,,
LOUVE,2024-02-07,20:00,La Boule Noire,16 €,https://dice.fm/event/nd77l-louve-7th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Louve,,
NILS HOFFMANN,2024-02-07,20:00,Point Ephémère,"20,16 €",https://dice.fm/event/a57v2-nils-hoffmann-7th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Nils Hoffmann,,
Brutalismus 3000,2024-02-07,20:00 à 23:00,Casino de Paris,"40,60 €",https://shotgun.live/events/brutalismus-3000,"16 Rue de Clichy, 75009 Paris, France",Brutalismus 3000,electro,TALENT BOUTIQUE
Release Party Kcidy,2024-02-07,20:00,Petit Bain,15 €,https://dice.fm/event/mg6kr-release-party-kcidy-7th-feb-petit-bain-paris-tickets,"7 Port de la Gare, 75013 Paris, France",KCIDY,,
Ric Wilson,2024-02-07,20:00,Le Hasard Ludique,"15,71 €",https://dice.fm/event/6a3lq-ric-wilson-7th-feb-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France","Première partie, Ric Wilson",,
NILS HOFFMANN,2024-02-07,20:00,Point Ephémère,"20,16 €",https://dice.fm/event/a57v2-nils-hoffmann-7th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Nils Hoffmann,,
LOUVE,2024-02-07,20:00,La Boule Noire,16 €,https://dice.fm/event/nd77l-louve-7th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Louve,,
Brutalismus 3000,2024-02-07,20:00,Casino de Paris,"À partir de 35,02 €",https://dice.fm/event/n5g59-brutalismus-3000-7th-feb-casino-de-paris-paris-tickets,"16 Rue de Clichy, 75009 Paris, France",Brutalismus 3000,,
Molécule,2024-02-07,20:00,L'Olympia,"À partir de 36,30 €",https://dice.fm/event/p5axk-molcule-7th-feb-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Molécule,,
Souffrance,2024-02-07,19:00,La Cigale,"26,50 €",https://dice.fm/event/7gvv9-souffrance-7th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Souffrance,,
Tim Bernardes,2024-02-07,19:30,Le Trianon,"29,60 €",https://dice.fm/event/37q6p-tim-bernardes-7th-feb-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Tim Bernardes,,
Harsh Symmetry + Crush of Souls,2024-02-07,19:00,Supersonic Records,15 €,https://dice.fm/event/oabvy-harsh-symmetry-crush-of-souls-7th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Crush of Souls, Harsh Symmetry",,
Souffrance,2024-02-07,19:00,La Cigale,"26,50 €",https://dice.fm/event/7gvv9-souffrance-7th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Souffrance,,
Souffrance,2024-02-07,19:00,La Cigale,"26,50 €",https://dice.fm/event/7gvv9-souffrance-7th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Souffrance,,
SOUFFRANCE - LA CIGALE,2024-02-07,19:00 à 22:30,La Cigale,"26,00 €",https://shotgun.live/events/souffrance-la-cigale,"120 Blvd Marguerite de Rochechouart, 75018 Paris, France",,rap,HIGH-LO
KÖMMA : Fort Romeau + Wahm,2024-02-07,23:59 à 07:00,Non mentionné,"10,99 €",https://shotgun.live/events/komma-fort-romeau-wahm-live-barka,"65 Rue Pierre Charron, 75008 Paris, France","Fort Romeau, WAHM","melodic house & techno, indie dance, house",KOMMA
Release Party Kcidy,2024-02-07,20:00,Petit Bain,15 €,https://dice.fm/event/mg6kr-release-party-kcidy-7th-feb-petit-bain-paris-tickets,"7 Port de la Gare, 75013 Paris, France",KCIDY,,
Ric Wilson,2024-02-07,20:00,Le Hasard Ludique,"15,71 €",https://dice.fm/event/6a3lq-ric-wilson-7th-feb-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France","Première partie, Ric Wilson",,
Annie Taylor + Delilah's Dance,2024-02-07,19:00,Supersonic,Gratuit,https://dice.fm/event/gq9b6-annie-taylor-delilahs-dance-7th-feb-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Fools Affection, Delilah's Dance, Annie Taylor",,
Harsh Symmetry + Crush of Souls,2024-02-07,19:00,Supersonic Records,15 €,https://dice.fm/event/oabvy-harsh-symmetry-crush-of-souls-7th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Crush of Souls, Harsh Symmetry",,
Souffrance,2024-02-07,19:00,La Cigale,"26,50 €",https://dice.fm/event/7gvv9-souffrance-7th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Souffrance,,
Tim Bernardes,2024-02-07,19:30,Le Trianon,"29,60 €",https://dice.fm/event/37q6p-tim-bernardes-7th-feb-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Tim Bernardes,,
Annie Taylor + Delilah's Dance,2024-02-07,19:00,Supersonic,Gratuit,https://dice.fm/event/gq9b6-annie-taylor-delilahs-dance-7th-feb-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Fools Affection, Delilah's Dance, Annie Taylor",,
Tim Bernardes,2024-02-07,19:30,Le Trianon,"29,60 €",https://dice.fm/event/37q6p-tim-bernardes-7th-feb-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Tim Bernardes,,
Molécule,2024-02-07,20:00,L'Olympia,"À partir de 36,30 €",https://dice.fm/event/p5axk-molcule-7th-feb-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Molécule,,
Brutalismus 3000,2024-02-07,20:00,Casino de Paris,"À partir de 35,02 €",https://dice.fm/event/n5g59-brutalismus-3000-7th-feb-casino-de-paris-paris-tickets,"16 Rue de Clichy, 75009 Paris, France",Brutalismus 3000,,
Annie Taylor + Delilah's Dance,2024-02-07,19:00,Supersonic,Gratuit,https://dice.fm/event/gq9b6-annie-taylor-delilahs-dance-7th-feb-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Fools Affection, Delilah's Dance, Annie Taylor",,
LOUVE,2024-02-07,20:00,La Boule Noire,16 €,https://dice.fm/event/nd77l-louve-7th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Louve,,
NILS HOFFMANN,2024-02-07,20:00,Point Ephémère,"20,16 €",https://dice.fm/event/a57v2-nils-hoffmann-7th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Nils Hoffmann,,
Ric Wilson,2024-02-07,20:00,Le Hasard Ludique,"15,71 €",https://dice.fm/event/6a3lq-ric-wilson-7th-feb-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France","Première partie, Ric Wilson",,
Release Party Kcidy,2024-02-07,20:00,Petit Bain,15 €,https://dice.fm/event/mg6kr-release-party-kcidy-7th-feb-petit-bain-paris-tickets,"7 Port de la Gare, 75013 Paris, France",KCIDY,,
Ric Wilson,2024-02-07,20:00,Le Hasard Ludique,"15,71 €",https://dice.fm/event/6a3lq-ric-wilson-7th-feb-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France","Première partie, Ric Wilson",,
NILS HOFFMANN,2024-02-07,20:00,Point Ephémère,"20,16 €",https://dice.fm/event/a57v2-nils-hoffmann-7th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Nils Hoffmann,,
Harsh Symmetry + Crush of Souls,2024-02-07,19:00,Supersonic Records,15 €,https://dice.fm/event/oabvy-harsh-symmetry-crush-of-souls-7th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Crush of Souls, Harsh Symmetry",,
Souffrance,2024-02-07,19:00,La Cigale,"26,50 €",https://dice.fm/event/7gvv9-souffrance-7th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Souffrance,,
Harsh Symmetry + Crush of Souls,2024-02-07,19:00,Supersonic Records,15 €,https://dice.fm/event/oabvy-harsh-symmetry-crush-of-souls-7th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Crush of Souls, Harsh Symmetry",,
LOUVE,2024-02-07,20:00,La Boule Noire,16 €,https://dice.fm/event/nd77l-louve-7th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Louve,,
Souffrance,2024-02-07,19:00,La Cigale,"26,50 €",https://dice.fm/event/7gvv9-souffrance-7th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Souffrance,,
Molécule,2024-02-07,20:00,L'Olympia,"À partir de 36,30 €",https://dice.fm/event/p5axk-molcule-7th-feb-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Molécule,,
Annie Taylor + Delilah's Dance,2024-02-07,19:00,Supersonic,Gratuit,https://dice.fm/event/gq9b6-annie-taylor-delilahs-dance-7th-feb-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Fools Affection, Delilah's Dance, Annie Taylor",,
Tim Bernardes,2024-02-07,19:30,Le Trianon,"29,60 €",https://dice.fm/event/37q6p-tim-bernardes-7th-feb-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Tim Bernardes,,
Molécule,2024-02-07,20:00,L'Olympia,"À partir de 36,30 €",https://dice.fm/event/p5axk-molcule-7th-feb-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Molécule,,
Brutalismus 3000,2024-02-07,20:00,Casino de Paris,"À partir de 35,02 €",https://dice.fm/event/n5g59-brutalismus-3000-7th-feb-casino-de-paris-paris-tickets,"16 Rue de Clichy, 75009 Paris, France",Brutalismus 3000,,
The Big Idea + Wysteria,2024-02-08,20:00,Point Ephémère,"15,68 €",https://dice.fm/event/6ardq-the-big-idea-wysteria-8th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",The Big Idea,,
Sokuu,2024-02-08,20:00,La Maroquinerie,24 €,https://dice.fm/event/wroex-sokuu-8th-feb-la-maroquinerie-paris-tickets,"23 Rue Boyer, 75020 Paris, France",Sokuu,,
Elliott Armen,2024-02-08,20:00,Le Hasard Ludique,13 €,https://dice.fm/event/mdew9-elliott-armen-8th-feb-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France",Elliott Armen,,
The Big Idea + Wysteria,2024-02-08,20:00,Point Ephémère,"15,68 €",https://dice.fm/event/6ardq-the-big-idea-wysteria-8th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",The Big Idea,,
Sauvan,2024-02-08,19:00,La Cigale,"À partir de 26,48 €",https://dice.fm/event/k9mop-sauvan-8th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France","Première Partie, Sauvan",,
Dave Hause + Will Hoge,2024-02-08,19:00,Supersonic Records,"13,50 €",https://dice.fm/event/od5lg-dave-hause-will-hoge-8th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Will Hoge, Dave Hause",,
Meagre Martin + Spaghetti Kiss + Prune 99,2024-02-08,19:00,L'international,8 €,https://dice.fm/event/5p9vw-meagre-martin-spaghetti-kiss-prune-99-8th-feb-linternational-paris-tickets,"5 Rue Moret, 75011 Paris, France",,,
Sokuu,2024-02-08,20:00,La Maroquinerie,24 €,https://dice.fm/event/wroex-sokuu-8th-feb-la-maroquinerie-paris-tickets,"23 Rue Boyer, 75020 Paris, France",Sokuu,,
Elliott Armen,2024-02-08,20:00,Le Hasard Ludique,13 €,https://dice.fm/event/mdew9-elliott-armen-8th-feb-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France",Elliott Armen,,
Oscar les vacances,2024-02-08,19:30,Le Café de la Danse,"16,50 €",https://dice.fm/event/odrrg-oscar-les-vacances-8th-feb-le-caf-de-la-danse-paris-tickets,"5 Passage Louis-Philippe, 75011 Paris, France",Oscar les vacances,,
"Adrian Clarck Trio : ""Let’s dance""",2024-02-08,20:00,Péniche Marcounet,"16,48 €",https://dice.fm/event/o7w7m-adrian-clarck-trio-lets-dance-8th-feb-pniche-marcounet-paris-tickets,"Port de l'Hotel de Ville, Paris 75004",,,
Oscar les vacances,2024-02-08,19:30,Le Café de la Danse,"16,50 €",https://dice.fm/event/odrrg-oscar-les-vacances-8th-feb-le-caf-de-la-danse-paris-tickets,"5 Passage Louis-Philippe, 75011 Paris, France",Oscar les vacances,,
Miira,2024-02-08,19:30,La Boule Noire,"16,94 €",https://dice.fm/event/b2l6v-miira-8th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Miira,,
Meagre Martin + Spaghetti Kiss + Prune 99,2024-02-08,19:00,L'international,8 €,https://dice.fm/event/5p9vw-meagre-martin-spaghetti-kiss-prune-99-8th-feb-linternational-paris-tickets,"5 Rue Moret, 75011 Paris, France",,,
Dave Hause + Will Hoge,2024-02-08,19:00,Supersonic Records,"13,50 €",https://dice.fm/event/od5lg-dave-hause-will-hoge-8th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Will Hoge, Dave Hause",,
Sauvan,2024-02-08,19:00,La Cigale,"À partir de 26,48 €",https://dice.fm/event/k9mop-sauvan-8th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France","Première Partie, Sauvan",,
"Adrian Clarck Trio : ""Let’s dance""",2024-02-08,20:00,Péniche Marcounet,"16,48 €",https://dice.fm/event/o7w7m-adrian-clarck-trio-lets-dance-8th-feb-pniche-marcounet-paris-tickets,"Port de l'Hotel de Ville, Paris 75004",,,
Sokuu,2024-02-08,20:00,La Maroquinerie,24 €,https://dice.fm/event/wroex-sokuu-8th-feb-la-maroquinerie-paris-tickets,"23 Rue Boyer, 75020 Paris, France",Sokuu,,
Elliott Armen,2024-02-08,20:00,Le Hasard Ludique,13 €,https://dice.fm/event/mdew9-elliott-armen-8th-feb-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France",Elliott Armen,,
"Adrian Clarck Trio : ""Let’s dance""",2024-02-08,20:00,Péniche Marcounet,"16,48 €",https://dice.fm/event/o7w7m-adrian-clarck-trio-lets-dance-8th-feb-pniche-marcounet-paris-tickets,"Port de l'Hotel de Ville, Paris 75004",,,
Miira,2024-02-08,19:30,La Boule Noire,"16,94 €",https://dice.fm/event/b2l6v-miira-8th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Miira,,
Dave Hause + Will Hoge,2024-02-08,19:00,Supersonic Records,"13,50 €",https://dice.fm/event/od5lg-dave-hause-will-hoge-8th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Will Hoge, Dave Hause",,
Meagre Martin + Spaghetti Kiss + Prune 99,2024-02-08,19:00,L'international,8 €,https://dice.fm/event/5p9vw-meagre-martin-spaghetti-kiss-prune-99-8th-feb-linternational-paris-tickets,"5 Rue Moret, 75011 Paris, France",,,
Sauvan,2024-02-08,19:00,La Cigale,"À partir de 26,48 €",https://dice.fm/event/k9mop-sauvan-8th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France","Première Partie, Sauvan",,
Dave Hause + Will Hoge,2024-02-08,19:00,Supersonic Records,"13,50 €",https://dice.fm/event/od5lg-dave-hause-will-hoge-8th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Will Hoge, Dave Hause",,
Miira,2024-02-08,19:30,La Boule Noire,"16,94 €",https://dice.fm/event/b2l6v-miira-8th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Miira,,
Meagre Martin + Spaghetti Kiss + Prune 99,2024-02-08,19:00,L'international,8 €,https://dice.fm/event/5p9vw-meagre-martin-spaghetti-kiss-prune-99-8th-feb-linternational-paris-tickets,"5 Rue Moret, 75011 Paris, France",,,
Dave Hause + Will Hoge,2024-02-08,19:00,Supersonic Records,"13,50 €",https://dice.fm/event/od5lg-dave-hause-will-hoge-8th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Will Hoge, Dave Hause",,
Sauvan,2024-02-08,19:00,La Cigale,"À partir de 26,48 €",https://dice.fm/event/k9mop-sauvan-8th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France","Première Partie, Sauvan",,
Meagre Martin + Spaghetti Kiss + Prune 99,2024-02-08,19:00,L'international,8 €,https://dice.fm/event/5p9vw-meagre-martin-spaghetti-kiss-prune-99-8th-feb-linternational-paris-tickets,"5 Rue Moret, 75011 Paris, France",,,
Miira,2024-02-08,19:30,La Boule Noire,"16,94 €",https://dice.fm/event/b2l6v-miira-8th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Miira,,
Oscar les vacances,2024-02-08,19:30,Le Café de la Danse,"16,50 €",https://dice.fm/event/odrrg-oscar-les-vacances-8th-feb-le-caf-de-la-danse-paris-tickets,"5 Passage Louis-Philippe, 75011 Paris, France",Oscar les vacances,,
"Adrian Clarck Trio : ""Let’s dance""",2024-02-08,20:00,Péniche Marcounet,"16,48 €",https://dice.fm/event/o7w7m-adrian-clarck-trio-lets-dance-8th-feb-pniche-marcounet-paris-tickets,"Port de l'Hotel de Ville, Paris 75004",,,
The Big Idea + Wysteria,2024-02-08,20:00,Point Ephémère,"15,68 €",https://dice.fm/event/6ardq-the-big-idea-wysteria-8th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",The Big Idea,,
Sauvan,2024-02-08,19:00,La Cigale,"À partir de 26,48 €",https://dice.fm/event/k9mop-sauvan-8th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France","Première Partie, Sauvan",,
Sokuu,2024-02-08,20:00,La Maroquinerie,24 €,https://dice.fm/event/wroex-sokuu-8th-feb-la-maroquinerie-paris-tickets,"23 Rue Boyer, 75020 Paris, France",Sokuu,,
Oscar les vacances,2024-02-08,19:30,Le Café de la Danse,"16,50 €",https://dice.fm/event/odrrg-oscar-les-vacances-8th-feb-le-caf-de-la-danse-paris-tickets,"5 Passage Louis-Philippe, 75011 Paris, France",Oscar les vacances,,
"Adrian Clarck Trio : ""Let’s dance""",2024-02-08,20:00,Péniche Marcounet,"16,48 €",https://dice.fm/event/o7w7m-adrian-clarck-trio-lets-dance-8th-feb-pniche-marcounet-paris-tickets,"Port de l'Hotel de Ville, Paris 75004",,,
